GN	JK_S1_2_ERCC_S22	JK_S1_3_ERCC_S23	JK_S2_2_ERCC_S24	JK_S2_3_ERCC_S25	JK_A2_1_ERCC_S26	JK_A2_2_ERCC_S27	JK_A2_3_ERCC_S28	JK_A2_4_ERCC_S29	JK_A2_5_ERCC_S30	JK_A2_6_ERCC_S31
FXR2	151521.4767	145254.5892	156829.0473	151040.0978	183695.6991	167126.792	183285.2413	162242.5084	177543.0387	170667.501
TRA2A	108644.621	98992.42556	108718.2244	101414.9943	119645.4993	114480.2383	125111.3909	111771.4537	122517.3452	116839.9182
ELOF1	14702.72203	13820.16934	16729.67447	15332.88476	18657.24847	16262.52664	17773.40732	17549.9811	19094.75984	15940.00428
PTP4A1	25157.23569	31513.94828	30262.56844	32442.56411	36718.38717	39207.89589	32382.26207	35841.03586	32733.85612	36601.46085
TYMS	106199.6095	100187.2092	132276.2988	127755.0795	131003.6781	125395.09	131323.4574	124160.0831	132290.4397	132866.1438
BTBD9	28174.39508	26859.63148	43710.51457	33262.54699	43099.07438	38927.32574	42299.04025	35801.49652	41634.94005	38516.83224
ZNF384	31956.0307	36266.99479	26914.74552	32437.06907	32552.33376	35455.32081	32762.03336	37963.74015	35847.67042	36778.05537
GATSL2	27829.25401	24386.61141	30614.59142	30252.19553	31482.14457	29956.71977	31809.80581	33438.70128	35253.641	32060.40527
HIRA	22071.305	21977.75241	23471.94431	23419.30372	27316.01489	27902.92035	27348.15302	27354.07137	25719.02112	26256.22948
PXK	32649.21303	30106.03317	32435.81551	32224.30282	39026.2652	37411.98516	35338.09031	34953.56108	36281.34365	35621.90102
TRAPPC5	75476.28214	80367.81396	82427.53878	88235.73321	93752.77721	98310.01127	96348.49358	100002.4481	93625.03857	95537.66409
COX16	44201.55632	28954.24816	55282.43517	35522.98623	56277.74658	39353.15935	56179.30366	37696.0479	62514.34887	41637.27317
PLEKHG2	11642.58887	12207.70347	13556.46123	14541.44527	14457.67251	14522.77931	13230.8789	15657.8591	15625.75732	17858.15507
CCDC167	13872.65732	12453.71749	15353.56199	15504.69603	17289.85259	15813.70248	16241.95853	18009.13118	17448.95488	16238.6907
DNAJC2	50203.7611	56872.61969	54920.51559	58333.73607	57500.9431	65222.01188	58174.15159	61830.57384	56727.70391	64627.75189
GOLGA7	13673.3511	13649.56974	13763.23345	14076.77217	16039.69452	16344.32305	15359.23392	15768.42706	15717.73232	16236.10878
SNRK	13794.18725	12941.75143	15443.74569	16103.50773	17069.86424	16741.69998	16738.03666	16855.28062	17636.67193	16521.84659
HLA-E	35965.70296	34351.82904	31601.60024	32970.36096	34436.84578	34896.55231	36961.55477	38488.44183	37671.60811	37758.96369
FAM118B	24344.06859	23490.55618	24601.03062	23564.48901	28123.75945	28216.1162	26696.38942	26906.35659	26208.40079	26879.40193
HMGB3	169833.859	159458.6301	156682.083	156210.4852	193178.7713	171565.161	182895.468	177701.6578	197114.9792	188714.8349
CENPK	12564.68648	15175.76959	14808.58805	14121.87401	16817.16627	19133.03794	16402.45714	16687.03186	14712.5775	15102.94711
ATP7A	20784.03506	19392.19979	15718.17771	17741.31179	20831.06088	20131.38603	21748.1799	22363.92355	19874.22517	22381.84721
CHD4	215319.7819	233383.1745	212431.5517	224302.338	239688.6727	254228.9725	249321.5664	253796.6191	251934.5287	258833.1099
ULBP2	21796.34772	21797.6185	21653.53441	20405.20243	24056.90883	24010.35477	24793.5915	28501.56695	25262.50969	24961.3342
PARP12	20428.81287	20286.09344	28164.01981	25056.6794	24825.0572	26725.53693	29825.4106	28379.55245	27261.77858	27770.16365
MRPL9	18059.97381	16204.25164	18736.37473	19907.70491	20649.29905	22020.68991	20159.58809	21886.20081	20066.99226	21658.5494
HPCA	82141.87535	77076.06758	66324.31879	64289.29999	82862.04291	79897.5658	82698.06863	79046.18193	82878.80749	81475.24306
PDSS1	16392.35445	17761.00416	21138.1607	23844.74872	23104.0188	24967.01941	24456.73227	23862.37295	22500.78957	25120.41913
AGO2	48464.70831	48475.90984	52320.50173	50921.21971	58149.42082	58659.76111	58566.03406	59005.76538	59299.78465	59076.24238
SMARCE1	66742.78184	66618.65368	66205.02742	64212.00174	75113.99316	76480.48778	76256.22991	74650.11336	72945.63114	78703.22664
SETD1B	12878.04341	12049.33266	13099.15922	11190.00347	12826.67034	14103.57257	14674.10704	15378.78087	15004.94075	14938.91194
TXLNA	66171.53817	67122.91709	90403.0034	89421.39014	94485.41321	90806.66056	92129.58907	88672.70951	90794.36242	90885.87598
DHX34	13127.1857	13370.88386	14817.10582	15817.67797	14727.08021	18446.20078	17623.26119	17631.10494	15634.80333	17125.47221
POLR2L	30399.45627	28532.81267	39691.03838	32790.97105	41129.79115	37110.62623	39795.01716	36835.30732	41878.49011	37140.63104
CINP	10828.89813	11338.3077	11945.81688	12036.03921	12865.50902	13643.55456	13138.67836	13435.70555	12865.86117	13566.52896
CDC5L	73928.85962	68523.58835	74611.53507	69839.09047	84592.41523	83368.81189	87688.07843	78198.07945	86679.79278	80586.09627
PHC2	81855.50267	75670.6986	80338.87254	76423.78211	98444.70862	84463.49716	97262.20875	87386.12226	97876.58297	86350.24428
NIFK	46796.94591	47529.67563	58623.16863	62375.50243	58907.01607	65155.79563	61356.02969	62144.36024	57370.34577	58348.25562
REXO1	8284.319934	9240.569565	9989.704087	10082.98778	8984.275928	11525.72788	11007.77232	10269.32545	12142.73696	10709.96959
LMO4	14840.68936	10789.29316	14125.94342	12953.52396	17613.93558	13846.74407	16586.1339	12300.16643	16296.92821	15569.33157
ZNF277	32466.80689	27699.24828	44960.04419	36090.59399	40091.44626	35485.25151	42246.66876	40575.20804	45447.52303	40645.62849
PAX9	13409.82487	9031.015755	13707.41684	10697.17009	13725.91792	12000.39941	14980.37577	12747.68412	15487.90419	13674.55789
TRIM32	12245.60059	14068.61974	14719.24797	16344.54172	16363.46421	16699.79773	16120.17329	18335.07787	15325.37197	17509.33536
TRANK1	29483.03489	27159.29864	23980.78462	27276.77073	30816.72276	29331.44888	32081.91112	32029.63394	32699.27017	30672.80013
PARP9	31243.88864	32741.08766	34196.68605	34876.77997	36758.2259	37497.97969	38041.67455	39253.39873	36474.36839	41203.46707
NCEH1	32844.99464	37229.01846	30171.46354	37476.34911	38016.88087	46044.37727	39009.96054	45092.78929	37418.25289	44219.05947
GRK5	5661.919705	6557.974308	6882.982189	7260.993381	8202.110968	6434.220521	7959.192838	6723.762736	7150.355198	6862.448823
MED22	48502.01438	48852.59384	48318.55068	48021.45613	55428.44155	56759.77946	52791.53328	57339.17463	54602.21056	54428.08255
SLC27A1	93118.48418	74677.20167	85023.74885	74741.47883	100510.3653	85503.85443	98962.34052	83401.32782	109209.151	93825.27218
KIAA0020	59073.0363	55090.46873	77224.21327	69506.88972	76500.3664	77476.22451	77132.95488	75592.42238	78035.57962	71807.8688
NXF1	48604.55949	54942.62649	54588.41162	59801.57911	62091.27269	69626.10173	61671.73878	69386.03903	61280.81271	67307.1653
TRMT61A	19700.06057	24358.50115	20932.79379	26581.62643	24006.20611	29473.02581	25121.68326	28683.33505	24009.50217	28573.94387
LPIN1	30706.97894	31669.53727	31039.19295	29185.98811	35079.23616	37168.00931	35960.0834	37006.44779	35956.09007	39061.50441
PPP4R2	83581.98143	85715.50033	101638.2113	94357.91976	108316.6715	103494.277	108866.9934	106114.7471	109569.8782	109413.8772
PDIK1L	18788.79221	17382.56386	17521.37847	17751.19129	21395.36881	21789.37456	19324.37012	20893.11603	18678.65368	20218.23088
SIK2	14266.97024	15826.64286	16190.68578	16672.45501	17515.62706	18648.26072	18369.26023	21264.65402	18095.75859	19762.85546
WBP2	83992.7886	75005.48068	91456.70501	78095.57908	105943.2939	87383.51085	99128.77119	87401.33993	97970.88645	92047.5936
FAT1	21270.50054	21138.11558	29281.23624	27679.81337	28675.67867	27823.57575	27781.52359	31564.76838	33467.35693	33458.79226
FAM58A	14898.65282	13590.48147	15339.43159	14822.59145	11617.63977	13798.75131	16306.26954	17470.28443	16689.06208	18487.62733
POU2F1	21389.16395	18839.25297	21049.45804	20554.7255	23300.48128	21521.41603	25801.87116	22268.28399	24454.03926	23832.72112
SYNM	25261.72661	20353.66944	17838.59706	21101.54348	17864.71079	20690.25956	25221.17816	25413.09998	23952.37322	25074.51981
NONO	654884.7755	624104.2773	665188.2086	683442.2612	804898.0511	762494.8043	798207.6698	751260.6966	767339.0577	766313.185
EIF4A1	890587.4956	873934.1001	1162030.003	1119134.052	1239381.535	1198826.272	1272251.259	1169335.74	1215591.784	1199359.839
FAM107B	30016.32399	33245.20373	34032.98079	36980.22607	39482.14191	42366.04336	40611.00759	42718.90456	39236.04723	41050.81712
RFK	48779.10589	46470.20953	56710.6252	54421.41275	62713.09809	59780.41966	60994.75354	56098.81833	63596.72362	60188.40325
CASP8AP2	11400.73778	12167.6705	13119.62191	14686.72539	14148.05377	17042.5425	14791.28718	17016.39928	14606.7355	16123.93309
MIB1	12079.40223	12256.13152	13031.63789	14115.19575	15265.89573	14580.23022	14160.48074	16040.38484	15014.75871	16248.91055
RPL19	182084.6373	153554.5412	176419.0794	164880.4166	206454.7321	184129.7807	195045.1175	196120.4304	220561.2704	192549.1544
CEBPB	14601.82667	14294.62443	19514.92493	15652.15607	19260.39934	16858.07722	20100.72114	12947.17577	18097.94829	15841.88866
ANKRD11	11718.73294	13115.22002	14283.03089	12412.97535	16234.49934	14715.30087	14850.43121	14295.85759	15092.26514	15566.15563
WIBG	36022.86961	39198.95041	38646.91716	37878.78586	45795.19259	46761.37746	43417.41712	42105.53078	42701.38718	42160.81066
ZNF410	10015.6852	8889.782054	7319.641215	8978.670008	9743.228863	8895.18021	10006.84399	10377.09822	10257.02372	9781.198142
ENPP4	30821.89155	31013.5911	31439.56417	30526.44191	36866.36845	36113.06513	37776.43504	36425.43857	35840.59177	35915.97
CUL3	86540.2944	88163.00833	92907.91564	94230.47161	105221.9904	108147.8498	108561.6063	112641.6789	109004.6756	111827.9862
PRKAR1B	68387.59015	60354.56945	68898.36481	66533.67676	77256.68052	71530.66349	77132.60637	70165.4505	79297.41926	72756.18925
CYB5A	22893.32509	21504.50868	19957.1022	20846.00144	25889.99199	22786.73012	23247.85137	21461.55856	24559.10791	22506.98667
HSPA5	1524437.984	1503427.423	1646374.224	1662474.487	1880792.906	1851187.902	1889278.465	1814216.512	1861270.201	1840548.386
PBRM1	125638.9469	125567.2489	110465.0901	109619.8057	135620.5834	134332.7735	135434.3011	135918.0323	135973.7031	132359.3619
NLRC3	21350.21961	23066.84618	21227.18544	25206.6622	27475.00005	30063.21736	27554.47492	28525.19784	25769.12061	29375.53965
TFEB	14649.03015	11888.48167	8830.319345	12294.41708	13507.51389	11976.50927	14358.41187	10631.182	13272.77359	13825.95262
MRPL45	16028.51922	13285.19424	18890.61465	15796.1009	19354.86378	17092.41141	18400.75635	17738.99036	19801.27011	17502.4756
GEMIN2	16064.60173	20958.44451	13888.197	18576.28215	18809.36835	21423.27094	18596.66463	21898.73896	18729.80179	21001.95772
PLXNB1	9480.678731	9582.768375	9580.659815	9938.740027	11421.3237	13920.58457	11203.52997	11607.74374	12382.65748	12362.08604
GMEB1	44622.93877	44120.32971	43047.61289	41091.19136	48840.79317	48738.45204	51044.03874	51098.30131	48874.08453	49524.13673
CD2BP2	73994.5301	77203.73119	79243.73094	85431.18485	88041.91804	93712.28777	90446.72754	96231.03204	89250.8349	97489.00529
RPGR	14811.23842	16700.39015	17164.9878	17266.53648	20036.19877	19909.33641	18699.13319	20470.90239	20019.10113	18933.90017
AGGF1	12514.20936	10034.64954	15909.30836	12910.30058	16622.88144	12979.96449	16478.22401	14917.82527	16443.71697	15239.65181
ARID3A	43218.93757	38625.62301	39210.54936	38018.60662	48684.3713	41785.3461	47112.06796	42903.98869	49929.10308	43195.83391
CLIC4	262580.8911	250283.3673	275827.8097	255894.8076	323359.9816	300642.9605	316506.6241	303279.8827	318377.2269	305344.3143
BRAT1	47512.2768	50620.29929	66473.45303	67858.05808	68470.44978	71057.47416	68213.86167	70491.266	66941.68127	71820.64636
LUC7L3	377213.9362	378472.1444	386828.6802	394493.7767	452983.6616	456850.9602	463642.8568	458429.677	454935.6183	458106.1075
TPRKB	20660.49448	19483.08449	20558.50512	21237.80844	23193.14899	24617.64949	24034.52111	23655.83066	23448.64996	23705.07955
PDLIM2	51610.05345	51602.49891	51008.49345	55327.16872	59195.00896	61442.70153	60898.37909	62730.56331	58863.74431	61938.09659
MICAL3	10778.81626	11686.70071	10984.57878	12389.43028	12553.17536	13615.77436	12850.79031	13841.7072	12929.08128	13431.16321
FBXL19	11287.58146	11230.7054	9780.124191	11130.74855	12294.02738	12287.85697	13188.42538	12224.33754	11487.81773	14235.45212
CBX8	23305.79673	20983.82544	21748.65596	21375.75984	26012.71976	23561.18559	25940.57996	23488.08381	27247.06627	23687.46808
HEATR3	41097.07695	38138.93109	47495.31208	43695.21848	51340.67489	46125.82727	51588.83596	47068.67726	52840.42583	47874.9157
FAM50A	64690.28387	62728.06054	69004.34874	70033.8466	77613.03642	78414.91533	74188.43518	77491.64802	77586.69975	79097.95543
SSU72	68774.24797	67199.96958	68732.68299	73175.62108	81563.60685	81921.42125	82367.16903	78770.21546	81685.3571	80465.61664
TM6SF1	19770.57006	17073.20497	15446.93688	16350.80961	20685.49914	20332.21929	18281.65568	17097.31184	21044.85862	19569.48996
PAGR1	15625.8117	16233.14711	17335.5133	18459.97031	19912.62228	18727.04446	19623.49517	19368.51596	18261.96807	20686.16637
ZFX	14622.67117	11262.9592	13747.5727	12745.2149	13547.14912	10626.71665	16692.53697	12879.37975	17337.35437	14728.93453
MED30	18492.83018	16289.90337	17363.78706	17843.31069	21740.38828	18150.73065	19627.84202	19056.19838	22016.64354	20939.18339
CAAP1	17334.25883	18491.38887	18062.50968	18715.77282	21533.2143	20777.57677	20595.95635	21030.79434	22135.1147	20887.23297
R3HCC1	25809.78212	13179.98364	22961.60299	14424.5679	26262.79562	14051.94035	24727.5513	15194.05751	26491.86572	18306.41409
PRKD2	28677.8363	28387.63143	28054.12238	27569.79458	31672.09097	30741.58365	31300.50697	31990.84936	31970.35646	31727.70156
PTP4A2	31404.7615	37136.92835	35237.696	38663.28843	45507.51132	47780.16667	40607.1496	42859.62854	41332.96114	45562.42112
CCDC88C	11930.95279	11363.79207	13579.68642	13645.20359	14136.85972	14660.36273	14716.93699	14783.88697	14131.84688	15248.33372
DNAJB14	32267.35851	34418.82916	39827.79049	42000.18934	41658.93609	45901.94339	45922.3261	43867.53812	42183.76405	41546.66187
GSTA3	14488.43782	37464.3023	11193.46672	9337.311403	14353.27137	14922.97911	11118.01064	14104.47091	16255.90249	15308.33569
IL2RG	42478.43615	37815.64775	58191.50375	56260.23612	59954.98382	59140.44267	54487.29517	61380.88734	59950.83228	59983.94805
TYW5	8241.371127	7257.835264	8270.630496	8152.126812	7932.494912	7495.472355	10489.03261	9447.510276	11427.53184	9116.157636
DCTN5	70299.55642	79217.76174	66259.87095	77170.38162	83406.57808	92216.63486	87120.25327	92653.02724	82797.65801	91763.35645
HPCAL1	80739.6107	76031.63846	66710.31493	64539.41411	81695.23915	82318.67506	81786.76341	80660.91298	81804.05708	82091.19376
POP5	16564.97939	17752.19227	15946.69008	17356.99422	19587.96202	18075.81298	20121.24062	19598.00765	18512.78537	19734.95495
LENG1	30241.21166	24950.61424	32173.70824	27411.534	35114.127	29463.91124	38543.56697	30444.21842	35714.39622	32396.34564
WDR6	23700.70286	22818.8809	29617.92878	30099.58636	30636.90588	30803.88315	30863.55494	31864.47093	31963.2551	31602.67189
HAX1	49628.12208	55044.90442	56213.04939	62143.30453	62461.22238	66446.29428	65535.05179	73036.90725	61842.57539	69737.29207
GPX1	14475.7571	14419.43133	14668.34893	13316.93195	15126.74346	14190.66349	15610.39324	18271.37858	18210.09421	17431.91765
RFX1	28442.37913	27894.96777	27976.68906	26128.92653	31306.46494	31537.25322	32470.27872	30821.71615	32081.45408	31654.48415
PPP1R9B	45829.70261	50180.36845	47187.51501	51268.19909	55045.49909	62022.31808	56467.09912	62246.71739	54532.44177	62569.82764
G3BP2	157497.2308	149809.7411	202801.9589	190738.9632	224390.1129	208315.8693	225393.1344	205240.0525	214938.6641	204024.1492
ZNF189	8937.61538	12150.89976	9182.448064	11286.44006	13566.80857	15058.4921	10337.20601	11753.44481	9930.475114	13621.33947
ZFP64	8937.61538	12150.89976	9182.448064	11286.44006	13566.80857	15058.4921	10337.20601	11753.44481	9930.475114	13621.33947
MNT	12012.65515	10807.9521	15373.64122	13062.05113	15500.39385	13817.9792	16810.63675	13906.3494	15318.84062	14777.70962
UTP14C	48629.71057	48866.72487	55359.96655	56371.87308	63814.92186	58670.86065	64480.65808	57358.64047	64687.39755	63339.75595
AUP1	43643.65606	45053.11946	50141.7185	48911.09245	54087.45394	58780.78142	55447.90973	60187.36395	55170.46398	56272.80461
SMG5	27237.39379	29088.79354	30218.81186	30551.20311	34656.76409	32712.04723	34883.39038	35337.9316	35245.41621	33785.01897
TMED1	14256.17869	12119.98837	12905.12569	11776.58828	14646.19687	13289.94485	16078.20196	12970.67056	15508.69753	13450.63398
U2AF1	209156.7926	216759.9138	206520.7933	217407.385	259763.555	254641.0609	251534.1044	243925.2554	241399.2913	260259.5066
BAK1	12417.59541	12407.71174	15898.17883	12757.19095	16154.05665	16109.61741	15082.68866	16419.95625	17050.26502	15330.7636
KDELR1	71522.64776	86126.6824	91541.57105	104292.8326	98997.852	100410.8047	105366.9703	103084.6921	106087.1075	103581.9389
RNF25	12835.97955	12436.43896	14394.90223	13758.40681	16920.85277	14636.51214	17911.38213	15764.56573	14054.67164	14169.69589
TNRC6A	8265.252124	9687.277603	10915.85012	11571.89735	12963.3504	11355.77127	11555.01278	12158.293	11871.51469	12469.33605
CHD8	44812.47129	42768.25039	45626.21854	46818.64105	50438.10779	48584.21307	53097.10871	50878.1287	52293.34648	51980.5242
ORC6	60371.73514	67963.3736	60192.99459	70742.39933	69560.10939	81189.79351	73929.64089	83055.57609	66963.33313	83907.82811
PYROXD1	15961.33189	14741.29961	21582.07635	20052.11456	22174.41732	21327.15443	23826.11792	22414.55203	21916.65183	20780.14295
GDPD1	21651.47774	23214.52338	19065.08509	21552.45284	24012.98303	24691.82722	23689.83999	25433.98573	24520.29569	25470.60566
SIRT6	9985.033307	8814.818306	9130.075906	10603.5083	10705.11384	11287.27596	11215.29091	11380.85889	11381.97815	11144.11215
TMEM189	14745.85336	17049.66509	16599.87428	18129.64008	21020.60674	20026.57407	20631.67219	19895.91524	20100.0203	22305.99127
KANSL1	15733.5828	15581.31886	14658.1862	16265.83575	18079.28233	19765.7164	18966.96015	19717.45424	17848.22414	20919.88037
POP1	16823.60508	16251.58136	20828.15466	21057.6929	20487.634	24462.63009	20436.74381	22750.1522	20428.20841	22103.64466
RPP40	45770.75202	40668.27584	44938.81176	43058.52461	54217.02127	53477.83534	55278.73459	50991.81754	49510.30937	48801.74947
EXTL2	6149.240484	6359.719259	6877.365521	7113.925782	8321.735756	9222.558357	7911.199404	7589.506624	8892.259229	7905.948451
PLEC	124019.5603	124766.9361	120956.0971	123652.6572	147108.8585	148587.9758	150416.9731	149432.7832	147067.4717	149674.5728
ATP5J	147799.7847	123171.489	145187.8372	122537.4581	184024.4919	140531.3097	146809.0062	128227.7768	167375.3338	143521.5161
LYAR	39806.41885	42459.57137	45579.07246	47575.57505	44097.98276	49160.76546	43593.39004	47618.07664	46891.38124	46913.0979
RRP7A	13528.68266	12077.11888	17993.17883	17532.61788	19399.73594	17679.20245	17204.55011	16896.11249	17080.88089	17967.6385
TBP	38860.40763	32924.00691	43571.19108	37209.79196	42986.70392	40434.85676	46423.79403	39751.54949	52012.48864	41333.34121
